Ticker,Symbol,Security Name,Exchange,Sector,Industry,Market Cap,Avg Volume
LEG,LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,Unknown,Unknown,,2895908
FBIN,FBIN,"Fortune Brands Innovations, Inc. Common Stock",NYSE,Unknown,Unknown,,2892520
CIEN,CIEN,Ciena Corporation Common Stock,NYSE,Unknown,Unknown,,2884710
DBRG,DBRG,"DigitalBridge Group, Inc.",NYSE,Unknown,Unknown,,2881546
SYK,SYK,Stryker Corporation Common Stock,NYSE,Unknown,Unknown,,2880282
ADP,ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2874964
CYTK,CYTK,"Cytokinetics, Incorporated - Common Stock",NASDAQ,Unknown,Unknown,,2870776
COLB,COLB,"Columbia Banking System, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2870172
TTMI,TTMI,"TTM Technologies, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2868410
IRT,IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,Unknown,Unknown,,2853254
RCL,RCL,Royal Caribbean Cruises Ltd. Common Stock,NYSE,Unknown,Unknown,,2851208
CTRE,CTRE,"CareTrust REIT, Inc. Common Stock",NYSE,Unknown,Unknown,,2848888
GH,GH,"Guardant Health, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2844774
CC,CC,Chemours Company (The) Common Stock,NYSE,Unknown,Unknown,,2844452
HOG,HOG,"Harley-Davidson, Inc. Common Stock",NYSE,Unknown,Unknown,,2844280
DLR,DLR,"Digital Realty Trust, Inc. Common Stock",NYSE,Unknown,Unknown,,2828876
SRAD,SRAD,Sportradar Group AG - Class A Ordinary Shares,NASDAQ,Unknown,Unknown,,2820924
GEV,GEV,GE Vernova Inc. Common Stock,NYSE,Unknown,Unknown,,2812186
AMGN,AMGN,Amgen Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2807872
BLDR,BLDR,"Builders FirstSource, Inc. Common Stock",NYSE,Unknown,Unknown,,2806410
UNP,UNP,Union Pacific Corporation Common Stock,NYSE,Unknown,Unknown,,2805470
HAYW,HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2805158
RYAN,RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2804292
EXEL,EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2801538
ADPT,ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2801272
OLN,OLN,Olin Corporation Common Stock,NYSE,Unknown,Unknown,,2790994
WAY,WAY,Waystar Holding Corp. - Common Stock,NASDAQ,Unknown,Unknown,,2782686
VSAT,VSAT,"ViaSat, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2782540
BANC,BANC,"Banc of California, Inc. Common Stock",NYSE,Unknown,Unknown,,2781716
CALY,CALY,Callaway Golf Company Common Stock,NYSE,Unknown,Unknown,,2780764
CRK,CRK,"Comstock Resources, Inc. Common Stock",NYSE,Unknown,Unknown,,2779244
EXLS,EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2773902
IRDM,IRDM,Iridium Communications Inc - Common Stock,NASDAQ,Unknown,Unknown,,2763004
TWLO,TWLO,Twilio Inc. Class A Common Stock,NYSE,Unknown,Unknown,,2760640
BILL,BILL,"BILL Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2753654
RSI,RSI,"Rush Street Interactive, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2749514
MRSH,MRSH,Marsh Common Stock,NYSE,Unknown,Unknown,,2742492
NRG,NRG,"NRG Energy, Inc. Common Stock",NYSE,Unknown,Unknown,,2741006
TPR,TPR,"Tapestry, Inc. Common Stock",NYSE,Unknown,Unknown,,2740314
ES,ES,Eversource Energy (D/B/A) Common Stock,NYSE,Unknown,Unknown,,2740084
LEN,LEN,Lennar Corporation Class A Common Stock,NYSE,Unknown,Unknown,,2739290
GDDY,GDDY,GoDaddy Inc. Class A Common Stock,NYSE,Unknown,Unknown,,2736438
ADSK,ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2729646
PEB,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,NYSE,Unknown,Unknown,,2728166
SOLS,SOLS,Solstice Advanced Materials Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2724638
VRDN,VRDN,"Viridian Therapeutics, Inc.  - Common Stock",NASDAQ,Unknown,Unknown,,2723606
MGY,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,NYSE,Unknown,Unknown,,2707296
TTWO,TTWO,"Take-Two Interactive Software, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2692634
SKM,SKM,"SK Telecom Co., Ltd. Common Stock",NYSE,Unknown,Unknown,,2692528
QGEN,QGEN,Qiagen N.V. Common Shares,NYSE,Unknown,Unknown,,2692096
RIO,RIO,Rio Tinto Plc Common Stock,NYSE,Unknown,Unknown,,2683514
LYV,LYV,"Live Nation Entertainment, Inc. Common Stock",NYSE,Unknown,Unknown,,2671912
PLNT,PLNT,"Planet Fitness, Inc. Common Stock",NYSE,Unknown,Unknown,,2666112
ARES,ARES,Ares Management Corporation Class A Common Stock,NYSE,Unknown,Unknown,,2664744
AEM,AEM,Agnico Eagle Mines Limited Common Stock,NYSE,Unknown,Unknown,,2663582
SLM,SLM,SLM Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2662584
NEO,NEO,"NeoGenomics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2659764
ETN,ETN,"Eaton Corporation, PLC Ordinary Shares",NYSE,Unknown,Unknown,,2653006
RYN,RYN,Rayonier Inc. REIT Common Stock,NYSE,Unknown,Unknown,,2648178
ARI,ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE,Unknown,Unknown,,2648062
RDY,RDY,Dr. Reddy's Laboratories Ltd Common Stock,NYSE,Unknown,Unknown,,2640406
GPGI,GPGI,"GPGI, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2637956
TEL,TEL,TE Connectivity plc Ordinary Shares,NYSE,Unknown,Unknown,,2637286
OTEX,OTEX,Open Text Corporation - Common Shares,NASDAQ,Unknown,Unknown,,2633054
BRKR,BRKR,Bruker Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2628762
NUVL,NUVL,"Nuvalent, Inc. - Class A Common Stock",NASDAQ,Unknown,Unknown,,2621792
WMG,WMG,Warner Music Group Corp. - Class A Common Stock,NASDAQ,Unknown,Unknown,,2620362
PSX,PSX,Phillips 66 Common Stock,NYSE,Unknown,Unknown,,2612168
SHAK,SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2605550
BIRK,BIRK,Birkenstock Holding plc Ordinary Shares,NYSE,Unknown,Unknown,,2596578
FSLR,FSLR,"First Solar, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2588492
TNDM,TNDM,"Tandem Diabetes Care, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2586404
ADTN,ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2585556
BNS,BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,NYSE,Unknown,Unknown,,2582860
COGT,COGT,"Cogent Biosciences, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2580770
EIX,EIX,Edison International Common Stock,NYSE,Unknown,Unknown,,2580400
VOYG,VOYG,"Voyager Technologies, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2576550
CGNX,CGNX,Cognex Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2575996
LNT,LNT,Alliant Energy Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2573790
SHO,SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE,Unknown,Unknown,,2563252
DEI,DEI,"Douglas Emmett, Inc. Common Stock",NYSE,Unknown,Unknown,,2561600
BRX,BRX,Brixmor Property Group Inc. Common Stock,NYSE,Unknown,Unknown,,2560206
PRIM,PRIM,Primoris Services Corporation Common Stock,NYSE,Unknown,Unknown,,2555934
AFL,AFL,AFLAC Incorporated Common Stock,NYSE,Unknown,Unknown,,2554046
FLYW,FLYW,Flywire Corporation - Voting Common Stock,NASDAQ,Unknown,Unknown,,2541610
ALOY,ALOY,REalloys Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2540764
EQPT,EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,Unknown,Unknown,,2539470
HRB,HRB,"H&R Block, Inc. Common Stock",NYSE,Unknown,Unknown,,2532060
VKTX,VKTX,"Viking Therapeutics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2531448
CNM,CNM,"Core & Main, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2526286
UNIT,UNIT,Uniti Group Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2522228
FANG,FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2519154
ED,ED,"Consolidated Edison, Inc. Common Stock",NYSE,Unknown,Unknown,,2518992
VRSK,VRSK,"Verisk Analytics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2513726
MAS,MAS,Masco Corporation Common Stock,NYSE,Unknown,Unknown,,2511218
EXTR,EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2510810
AEVA,AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2510618
TGTX,TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2503712
CAH,CAH,"Cardinal Health, Inc. Common Stock",NYSE,Unknown,Unknown,,2502912
RLJ,RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,NYSE,Unknown,Unknown,,2500766
IONS,IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2490722
EYE,EYE,"National Vision Holdings, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2490576
AXTA,AXTA,Axalta Coating Systems Ltd. Common Shares,NYSE,Unknown,Unknown,,2488616
DAR,DAR,Darling Ingredients Inc. Common Stock,NYSE,Unknown,Unknown,,2471544
WSC,WSC,WillScot Holdings Corporation - Class A Common Stock,NASDAQ,Unknown,Unknown,,2462940
AM,AM,Antero Midstream Corporation Common Stock,NYSE,Unknown,Unknown,,2460462
AVPT,AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,Unknown,Unknown,,2457126
A,A,"Agilent Technologies, Inc. Common Stock",NYSE,Unknown,Unknown,,2455814
COST,COST,Costco Wholesale Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2452690
TRU,TRU,TransUnion Common Stock,NYSE,Unknown,Unknown,,2450814
GNTX,GNTX,Gentex Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2450668
DINO,DINO,HF Sinclair Corporation Common Stock,NYSE,Unknown,Unknown,,2448230
RXO,RXO,"RXO, Inc. Common Stock",NYSE,Unknown,Unknown,,2442694
ISRG,ISRG,"Intuitive Surgical, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2436922
VSXY,VSXY,Victorias Secret & Co. Common Stock ,NYSE,Unknown,Unknown,,2434480
SHW,SHW,Sherwin-Williams Company (The) Common Stock,NYSE,Unknown,Unknown,,2433690
TRP,TRP,TC Energy Corporation Common Stock,NYSE,Unknown,Unknown,,2433356
VRNS,VRNS,"Varonis Systems, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2421188
SPGI,SPGI,S&P Global Inc. Common Stock,NYSE,Unknown,Unknown,,2418810
ACGL,ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,Unknown,Unknown,,2418620
VLTO,VLTO,Veralto Corp Common Stock ,NYSE,Unknown,Unknown,,2418294
NN,NN,NextNav Inc. - Common stock,NASDAQ,Unknown,Unknown,,2416778
MPC,MPC,Marathon Petroleum Corporation Common Stock,NYSE,Unknown,Unknown,,2416302
QURE,QURE,uniQure N.V. - Ordinary Shares,NASDAQ,Unknown,Unknown,,2405856
TPG,TPG,TPG Inc. - Class A Common Stock,NASDAQ,Unknown,Unknown,,2404304
CPRX,CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2403830
FLS,FLS,Flowserve Corporation Common Stock,NYSE,Unknown,Unknown,,2402686
SEI,SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2402302
BOX,BOX,"Box, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2396728
ALKS,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,Unknown,Unknown,,2396676
SMPL,SMPL,The Simply Good Foods Company - Common Stock,NASDAQ,Unknown,Unknown,,2371104
CDNS,CDNS,"Cadence Design Systems, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2364542
WYFI,WYFI,"WhiteFiber, Inc. - Ordinary Shares",NASDAQ,Unknown,Unknown,,2352508
ZBH,ZBH,"Zimmer Biomet Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2345102
RPD,RPD,"Rapid7, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2344546
TD,TD,Toronto Dominion Bank (The) Common Stock,NYSE,Unknown,Unknown,,2342108
LIN,LIN,Linde plc - Ordinary Shares,NASDAQ,Unknown,Unknown,,2340950
CBRE,CBRE,CBRE Group Inc Common Stock Class A,NYSE,Unknown,Unknown,,2340174
TMO,TMO,Thermo Fisher Scientific Inc Common Stock,NYSE,Unknown,Unknown,,2339220
OHI,OHI,"Omega Healthcare Investors, Inc. Common Stock",NYSE,Unknown,Unknown,,2330020
SYM,SYM,Symbotic Inc. - Class A Common Stock,NASDAQ,Unknown,Unknown,,2328702
VVV,VVV,Valvoline Inc. Common Stock,NYSE,Unknown,Unknown,,2322546
SSNC,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2321500
RARE,RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2320040
LNG,LNG,"Cheniere Energy, Inc. Common Stock",NYSE,Unknown,Unknown,,2319578
TVTX,TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2318696
SFM,SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2312578
FUN,FUN,Six Flags Entertainment Corporation Common Stock New,NYSE,Unknown,Unknown,,2309076
AADX,AADX,"Applied Aerospace & Defense, Inc. Common Stock",NYSE,Unknown,Unknown,,2308203
ALB,ALB,Albemarle Corporation Common Stock,NYSE,Unknown,Unknown,,2307046
GLPI,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2306432
AVEX,AVEX,AEVEX Corp. Class A Common Stock,NYSE,Unknown,Unknown,,2303288
OTF,OTF,Blue Owl Technology Finance Corp. Common Stock,NYSE,Unknown,Unknown,,2301132
ADEA,ADEA,Adeia Inc.  - Common Stock,NASDAQ,Unknown,Unknown,,2299005
HYMC,HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ,Unknown,Unknown,,2294600
ALC,ALC,Alcon Inc. Ordinary Shares,NYSE,Unknown,Unknown,,2291822
BJ,BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2288236
STZ,STZ,"Constellation Brands, Inc. Common Stock",NYSE,Unknown,Unknown,,2284100
AVTX,AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2279826
CLBT,CLBT,Cellebrite DI Ltd. - Ordinary Shares,NASDAQ,Unknown,Unknown,,2274234
REXR,REXR,"Rexford Industrial Realty, Inc. Common Stock",NYSE,Unknown,Unknown,,2271102
JEF,JEF,Jefferies Financial Group Inc. Common Stock,NYSE,Unknown,Unknown,,2270520
KRG,KRG,Kite Realty Group Trust Common Stock,NYSE,Unknown,Unknown,,2269704
WM,WM,"Waste Management, Inc. Common Stock",NYSE,Unknown,Unknown,,2268938
LSCC,LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2268362
DHI,DHI,"D.R. Horton, Inc. Common Stock",NYSE,Unknown,Unknown,,2267288
BEAM,BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2267262
ST,ST,Sensata Technologies Holding plc Ordinary Shares,NYSE,Unknown,Unknown,,2266572
CNK,CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2265894
RGNX,RGNX,REGENXBIO Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2259828
CDW,CDW,CDW Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2247796
NESR,NESR,National Energy Services Reunited Corp - Ordinary Shares,NASDAQ,Unknown,Unknown,,2240602
OLLI,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2228832
FDXF,FDXF,"FedEx Freight Holding Company, Inc. Common Stock",NYSE,Unknown,Unknown,,2228267
BKSY,BKSY,BlackSky Technology Inc. Class A Common Stock,NYSE,Unknown,Unknown,,2227454
PNR,PNR,Pentair plc. Ordinary Share,NYSE,Unknown,Unknown,,2225986
JLHL,JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ,Unknown,Unknown,,2221304
NRIX,NRIX,"Nurix Therapeutics, Inc. - Common stock",NASDAQ,Unknown,Unknown,,2217666
STT,STT,State Street Corporation Common Stock,NYSE,Unknown,Unknown,,2215578
INOD,INOD,Innodata Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2214014
YUM,YUM,"Yum! Brands, Inc.",NYSE,Unknown,Unknown,,2211136
SN,SN,"SharkNinja, Inc. Ordinary Shares",NYSE,Unknown,Unknown,,2204742
BMRN,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2201916
TROW,TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2201790
DECK,DECK,Deckers Outdoor Corporation Common Stock,NYSE,Unknown,Unknown,,2199874
NVT,NVT,nVent Electric plc Ordinary Shares ,NYSE,Unknown,Unknown,,2197872
FDX,FDX,FedEx Corporation Common Stock,NYSE,Unknown,Unknown,,2195886
AWK,AWK,"American Water Works Company, Inc. Common Stock",NYSE,Unknown,Unknown,,2193378
HSY,HSY,The Hershey Company Common Stock,NYSE,Unknown,Unknown,,2185480
WEC,WEC,"WEC Energy Group, Inc. Common Stock",NYSE,Unknown,Unknown,,2181348
CSTM,CSTM,Constellium SE Ordinary Shares (France),NYSE,Unknown,Unknown,,2178024
UBS,UBS,UBS Group AG Registered Ordinary Shares,NYSE,Unknown,Unknown,,2173500
AEHR,AEHR,Aehr Test Systems - Common Stock,NASDAQ,Unknown,Unknown,,2172128
LAZ,LAZ,"Lazard, Inc. Common Stock",NYSE,Unknown,Unknown,,2170790
EVRG,EVRG,"Evergy, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2160068
ACM,ACM,AECOM Common Stock,NYSE,Unknown,Unknown,,2159812
DRH,DRH,Diamondrock Hospitality Company - Common Stock,NASDAQ,Unknown,Unknown,,2157266
MDB,MDB,"MongoDB, Inc. - Class A Common Stock",NASDAQ,Unknown,Unknown,,2152012
TWO,TWO,Two Harbors Investment Corp,NYSE,Unknown,Unknown,,2151090
MFC,MFC,Manulife Financial Corporation Common Stock,NYSE,Unknown,Unknown,,2150248
BAH,BAH,Booz Allen Hamilton Holding Corporation Common Stock,NYSE,Unknown,Unknown,,2146324
AZN,AZN,AstraZeneca PLC Ordinary Shares,NYSE,Unknown,Unknown,,2145858
GS,GS,"Goldman Sachs Group, Inc. (The) Common Stock",NYSE,Unknown,Unknown,,2145280
CTAS,CTAS,Cintas Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2145196
SPOT,SPOT,Spotify Technology S.A. Ordinary Shares,NYSE,Unknown,Unknown,,2144248
RHI,RHI,Robert Half Inc. Common Stock,NYSE,Unknown,Unknown,,2138682
HAPN,HAPN,"Happen, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2138656
AMTM,AMTM,"Amentum Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2136780
WPM,WPM,Wheaton Precious Metals Corp Common Shares (Canada),NYSE,Unknown,Unknown,,2136588
GEO,GEO,Geo Group Inc (The) REIT,NYSE,Unknown,Unknown,,2128516
IFF,IFF,"International Flavors & Fragrances, Inc. Common Stock",NYSE,Unknown,Unknown,,2124112
WRB,WRB,W.R. Berkley Corporation Common Stock,NYSE,Unknown,Unknown,,2123308
PD,PD,"PagerDuty, Inc. Common Stock",NYSE,Unknown,Unknown,,2114032
INDV,INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,Unknown,Unknown,,2109012
ESTC,ESTC,Elastic N.V. Ordinary Shares,NYSE,Unknown,Unknown,,2107382
EPAM,EPAM,"EPAM Systems, Inc. Common Stock",NYSE,Unknown,Unknown,,2105980
PRCH,PRCH,"Porch Group, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2102976
CENX,CENX,Century Aluminum Company - Common Stock,NASDAQ,Unknown,Unknown,,2102244
BUD,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),NYSE,Unknown,Unknown,,2101892
GLOB,GLOB,Globant S.A. Common Shares,NYSE,Unknown,Unknown,,2101676
GTES,GTES,Gates Industrial Corporation plc Ordinary Shares,NYSE,Unknown,Unknown,,2101090
ARWR,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2099182
KGS,KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,Unknown,Unknown,,2096178
MT,MT,Arcelor Mittal NY Registry Shares NEW,NYSE,Unknown,Unknown,,2094514
CLS,CLS,"Celestica, Inc. Common Stock",NYSE,Unknown,Unknown,,2092450
FORM,FORM,"FormFactor, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2081310
MIAX,MIAX,"Miami International Holdings, Inc. Common Stock",NYSE,Unknown,Unknown,,2079022
LQDA,LQDA,Liquidia Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2076008
CUBE,CUBE,CubeSmart Common Shares,NYSE,Unknown,Unknown,,2071126
HNGE,HNGE,"Hinge Health, Inc. Class A Common Stock",NYSE,Unknown,Unknown,,2070616
Q,Q,"Qnity Electronics, Inc. Common Stock",NYSE,Unknown,Unknown,,2069146
PTRN,PTRN,Pattern Group Inc. - Series A Common Stock,NASDAQ,Unknown,Unknown,,2068638
VNT,VNT,Vontier Corporation Common Stock ,NYSE,Unknown,Unknown,,2065644
CHD,CHD,"Church & Dwight Company, Inc. Common Stock",NYSE,Unknown,Unknown,,2063954
CWK,CWK,Cushman & Wakefield Ltd. Common Shares,NYSE,Unknown,Unknown,,2063944
TSEM,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ,Unknown,Unknown,,2054536
ARE,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE,Unknown,Unknown,,2053786
SNDX,SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2049446
FWONK,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAQ,Unknown,Unknown,,2047540
PNC,PNC,"PNC Financial Services Group, Inc. (The) Common Stock",NYSE,Unknown,Unknown,,2045048
ASB,ASB,Associated Banc-Corp Common Stock,NYSE,Unknown,Unknown,,2044986
PEGA,PEGA,Pegasystems Inc. - Common Stock,NASDAQ,Unknown,Unknown,,2040278
SPG,SPG,"Simon Property Group, Inc. Common Stock",NYSE,Unknown,Unknown,,2032906
AAP,AAP,Advance Auto Parts Inc.,NYSE,Unknown,Unknown,,2029982
LBRDK,LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,Unknown,Unknown,,2024484
AROC,AROC,"Archrock, Inc. Common Stock",NYSE,Unknown,Unknown,,2024084
TRI,TRI,Thomson Reuters Corp - Common Shares,NASDAQ,Unknown,Unknown,,2023510
VSNT,VSNT,"Versant Media Group, Inc. - Class A Common Stock",NASDAQ,Unknown,Unknown,,2022748
MTG,MTG,MGIC Investment Corporation Common Stock,NYSE,Unknown,Unknown,,2019818
HAS,HAS,"Hasbro, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2010600
CNXC,CNXC,Concentrix Corporation - Common Stock,NASDAQ,Unknown,Unknown,,2009964
ODFL,ODFL,"Old Dominion Freight Line, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,2009548
TREX,TREX,"Trex Company, Inc. Common Stock",NYSE,Unknown,Unknown,,2005618
KBR,KBR,"KBR, Inc. Common Stock",NYSE,Unknown,Unknown,,1997364
NTST,NTST,NetSTREIT Corp. Common Stock,NYSE,Unknown,Unknown,,1996662
PTCT,PTCT,"PTC Therapeutics, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,1994180
ALKT,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,1991492
HMC,HMC,"Honda Motor Company, Ltd. Common Stock",NYSE,Unknown,Unknown,,1990672
QDEL,QDEL,QuidelOrtho Corporation - Common Stock,NASDAQ,Unknown,Unknown,,1989902
EA,EA,Electronic Arts Inc. - Common Stock,NASDAQ,Unknown,Unknown,,1989500
BNL,BNL,"Broadstone Net Lease, Inc. Common Stock",NYSE,Unknown,Unknown,,1987538
HUBS,HUBS,"HubSpot, Inc. Common Stock",NYSE,Unknown,Unknown,,1981658
PPG,PPG,"PPG Industries, Inc. Common Stock",NYSE,Unknown,Unknown,,1979928
ILMN,ILMN,"Illumina, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,1978820
IMVT,IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,Unknown,Unknown,,1975856
YSS,YSS,York Space Systems Inc. Common Stock,NYSE,Unknown,Unknown,,1973668
XYL,XYL,Xylem Inc. Common Stock New,NYSE,Unknown,Unknown,,1971852
UGI,UGI,UGI Corporation Common Stock,NYSE,Unknown,Unknown,,1961962
TALO,TALO,"Talos Energy, Inc. Common Stock",NYSE,Unknown,Unknown,,1961554
PRU,PRU,"Prudential Financial, Inc. Common Stock",NYSE,Unknown,Unknown,,1959838
LBTYA,LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,Unknown,Unknown,,1957896
WTRG,WTRG,"Essential Utilities, Inc. Common Stock",NYSE,Unknown,Unknown,,1956162
ARQT,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,Unknown,Unknown,,1953572
YPF,YPF,YPF Sociedad Anonima Common Stock,NYSE,Unknown,Unknown,,1947330
AMRX,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,Unknown,Unknown,,1945746
DNLI,DNLI,Denali Therapeutics Inc. - Common Stock,NASDAQ,Unknown,Unknown,,1943878
HE,HE,"Hawaiian Electric Industries, Inc. Common Stock",NYSE,Unknown,Unknown,,1939538
HLT,HLT,Hilton Worldwide Holdings Inc. Common Stock ,NYSE,Unknown,Unknown,,1938998
SONO,SONO,"Sonos, Inc. - Common Stock",NASDAQ,Unknown,Unknown,,1937230
AJG,AJG,Arthur J. Gallagher & Co. Common Stock,NYSE,Unknown,Unknown,,1933134
EPRT,EPRT,"Essential Properties Realty Trust, Inc. Common Stock",NYSE,Unknown,Unknown,,1917346
MWH,MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ,Unknown,Unknown,,1917306
WIX,WIX,Wix.com Ltd. - Ordinary Shares,NASDAQ,Unknown,Unknown,,1916388
CCEP,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,NASDAQ,Unknown,Unknown,,1913290
